3,9,12,356,48,558,166,35,348,244,7,449,299,3,139,380,11,669,690,55,357
10,9,12,180,97,179,569,9,126,450,92,138,390,28,350,450,97,359,779,39,379
17,9,12,550,7,160,190,6,880,134,83,445,146,12,200,178,63,157,245,18,134
24,9,12,367,60,569,123,62,345,445,37,368,190,1,236,278,71,560,404,404,404
1,10,12,247,32,390,667,99,450,378,88,279,230,55,348,458,72,778,136,6,240
8,10,12,348,57,458,268,62,110,259,65,168,168,53,670,357,59,469,147,20,460
15,10,12,357,56,150,348,55,780,567,85,456,667,97,269,690,59,360,449,73,670
22,10,12,789,42,200,369,86,367,404,404,404,489,11,128,130,47,359,404,404,404
29,10,12,357,51,489,170,80,479,135,90,334,149,41,489,238,37,179,700,72,345
5,11,12,279,80,136,179,78,459,480,23,166,468,88,459,570,25,230,147,23,490
19,11,12,404,404,404,404,404,404,404,404,404,680,40,136,455,49,577,899,60,136
26,11,12,112,49,379,550,4,149,137,12,589,258,56,880,579,19,289,148,31,128
3,12,12,680,45,780,699,43,157,356,45,249,246,23,256,267,59,478,660,25,348
10,12,12,580,37,179,137,16,150,180,90,460,168,53,120,579,11,579,257,40,569
17,12,12,135,91,245,238,33,238,156,29,568,134,89,478,169,67,467,467,74,248
24,12,12,990,85,366,680,42,345,556,61,128,588,15,799,360,99,568,234,94,356
31,12,12,799,51,155,345,29,360,339,50,569,137,18,468,369,84,680,335,17,359
7,1,13,478,99,667,568,96,150,157,33,256,234,96,259,349,67,368,246,26,330
14,1,13,404,404,404,290,17,890,567,88,279,270,99,234,480,28,279,199,96,277
21,1,13,800,86,330,560,16,178,277,63,788,117,94,400,780,53,346,404,404,404
28,1,13,148,32,200,457,66,268,700,70,145,455,46,268,240,68,233,239,45,348
4,2,13,344,19,379,147,23,788,779,35,267,788,31,399,226,9,199,134,83,490
11,2,13,368,79,379,237,22,336,557,79,450,580,39,289,230,53,256,359,77,269
18,2,13,349,67,278,289,99,289,166,35,267,236,14,680,460,3,139,267,52,147
25,2,13,889,53,120,480,20,479,590,41,678,122,58,134,168,50,460,678,11,128
4,3,13,346,38,134,778,22,336,600,68,260,237,26,899,390,22,679,570,23,247
11,3,13,157,36,240,230,51,137,234,92,246,130,48,189,780,54,167,468,82,255
18,3,13,128,16,600,167,41,290,789,41,236,248,45,456,489,10,145,269,70,460
25,3,13,569,3,580,489,15,258,404,404,404,160,79,469,178,63,229,400,43,247
1,4,13,379,90,668,167,40,235,179,77,368,348,52,237,345,22,129,345,26,349
8,4,13,270,96,349,237,22,570,888,49,225,156,24,446,246,21,777,230,50,569
15,4,13,345,21,560,170,81,137,260,87,278,159,50,668,358,63,148,168,56,178
22,4,13,404,404,404,239,45,348,266,45,122,799,57,188,270,92,480,490,39,450
29,4,13,127,0,190,347,45,799,378,81,335,134,89,180,457,62,228,180,97,340
6,5,13,228,22,156,127,0,136,270,98,990,477,84,455,569,6,556,239,49,199
13,5,13,489,15,366,335,17,557,240,68,279,389,5,799,479,9,234,490,31,579
20,5,13,116,87,700,667,95,780,336,21,588,259,65,447,348,52,390,369,88,279
27,5,13,370,6,457,456,51,335,479,0,479,170,84,130,346,32,129,122,51,290
3,6,13,899,69,577,248,47,160,125,83,355,469,90,479,579,16,349,136,2,589
10,6,13,137,19,478,577,98,558,224,83,580,158,49,450,400,47,340,268,69,270
17,6,13,240,60,578,780,57,179,789,42,147,180,91,100,160,73,157,228,21,245
24,6,13,579,19,199,266,47,467,279,85,159,179,75,168,229,33,247,344,17,179
1,7,13,378,83,148,880,61,579,339,55,348,126,97,449,248,43,445,790,66,367
8,7,13,567,83,490,579,14,590,348,54,130,240,62,138,137,12,660,155,19,900
15,7,13,127,3,256,368,79,234,890,70,460,590,45,230,349,69,289,578,7,269
22,7,13,279,83,139,580,37,340,490,39,379,688,22,138,459,83,346,238,35,267
29,7,13,259,61,137,456,51,245,260,82,589,890,78,260,770,47,160,368,70,235
5,8,13,178,64,149,578,8,189,589,21,137,139,30,280,404,404,404,458,78,288
12,8,13,457,68,224,259,64,158,223,76,899,404,404,404,250,71,489,135,92,188
19,8,13,145,5,159,240,68,288,249,55,249,259,60,127,280,8,477,234,97,188
26,8,13,680,46,448,690,53,580,157,34,239,469,97,359,268,60,190,234,91,470
2,9,13,700,75,339,368,70,569,246,28,369,338,42,246,266,45,799,799,52,138
9,9,13,404,404,404,370,1,290,244,7,359,260,81,146,589,20,145,446,48,189
16,9,13,256,31,236,458,77,250,357,55,168,679,27,359,368,77,179,570,24,158
23,9,13,249,54,680,379,95,889,490,30,127,467,73,346,148,30,569,140,59,135
30,9,13,159,57,340,690,59,388,112,41,560,367,68,567,379,94,130,779,37,890
7,10,13,156,22,390,389,3,166,490,33,256,578,6,556,279,80,127,278,71,236
14,10,13,660,29,126,289,93,689,126,97,557,157,33,157,468,86,790,468,82,679
21,10,13,690,51,290,370,3,157,348,52,237,178,68,260,679,26,114,578,3,346
28,10,13,117,94,356,880,64,239,378,86,150,356,40,578,404,404,404,404,404,404
11,11,13,268,61,678,156,21,336,345,25,366,366,54,112,248,45,168,348,54,590
18,11,13,390,20,578,237,21,380,589,27,278,890,71,290,135,94,257,478,97,269
25,11,13,179,76,349,190,5,357,270,93,445,127,1,470,249,51,137,260,89,234
2,12,13,888,45,122,139,31,588,790,60,190,570,28,567,250,70,334,458,76,114
9,12,13,570,28,378,456,52,570,679,20,244,356,41,227,480,29,225,680,48,477
16,12,13,300,32,246,466,67,124,338,41,227,290,16,349,330,65,156,179,79,126
23,12,13,260,80,460,567,83,580,267,51,128,357,54,257,900,98,224,267,58,228
30,12,13,279,83,229,118,8,233,699,48,350,259,68,567,224,86,466,122,52,228
6,1,14,238,39,126,280,1,245,468,83,139,247,32,688,800,87,359,239,42,679
13,1,14,134,82,246,404,404,404,124,73,689,560,18,567,359,78,350,136,5,159
20,1,14,350,89,234,116,80,460,345,20,460,248,49,225,259,63,300,188,74,167
27,1,14,350,87,557,157,30,127,256,32,589,190,2,480,344,16,349,145,2,246
3,2,14,688,24,257,480,29,568,459,86,259,380,15,456,130,43,148,239,40,569
10,2,14,280,9,126,369,84,446,449,78,288,147,28,459,180,90,244,589,22,156
17,2,14,178,68,170,249,59,270,280,2,237,258,53,148,335,18,125,337,34,789
24,2,14,378,81,470,234,95,267,456,55,357,889,51,146,600,65,177,349,69,388
3,3,14,690,59,667,899,62,499,290,12,336,368,70,226,690,51,155,337,31,669
10,3,14,349,69,180,234,98,125,189,87,269,790,66,268,499,24,680,790,64,257
17,3,14,404,404,404,233,83,490,250,76,790,148,31,678,347,44,680,680,46,556
24,3,14,404,404,404,404,404,404,404,404,404,355,37,160,156,21,470,247,34,590
31,3,14,590,44,112,390,27,368,570,26,349,246,21,119,246,28,134,125,81,236
7,4,14,479,9,568,569,0,479,268,64,347,589,28,125,118,2,570,123,66,169
14,4,14,129,26,268,457,60,190,348,58,468,480,22,138,344,11,579,248,45,267
21,4,14,266,44,590,150,69,270,359,74,248,230,57,557,239,44,590,366,57,340
28,4,14,677,7,115,126,92,589,448,60,235,180,99,667,169,63,490,260,84,446
5,5,14,770,45,177,244,3,337,157,30,677,270,93,157,559,91,146,336,27,179
12,5,14,259,60,569,146,17,359,358,69,180,567,82,679,257,49,234,150,69,568
19,5,14,179,77,269,880,61,236,268,61,489,569,0,235,580,39,450,459,84,789
26,5,14,146,11,380,445,37,340,588,14,112,126,99,379,250,77,368,356,43,256
2,6,14,667,90,118,669,16,114,268,62,228,480,27,250,177,52,156,569,5,168
9,6,14,338,43,300,577,91,588,0,7,115,189,89,199,336,25,690,290,17,458
16,6,14,499,28,378,567,82,129,129,27,188,689,30,244,345,22,480,344,17,278
23,6,14,136,0,370,335,13,599,689,36,240,258,51,669,260,88,468,478,95,447
30,6,14,379,98,260,266,49,144,135,90,226,799,50,488,289,59,360,360,95,122
7,7,14,347,48,116,269,74,789,349,68,459,150,68,459,269,72,570,146,18,369
14,7,14,455,40,460,268,63,139,388,98,260,345,21,245,169,65,140,139,37,368
21,7,14,580,37,278,337,35,177,358,62,660,112,46,349,137,15,159,259,65,339
28,7,14,266,49,900,404,404,404,149,48,468,245,12,138,233,81,489,578,8,468
4,8,14,124,73,580,240,62,499,225,97,115,489,14,167,149,42,480,338,42,255
11,8,14,188,71,128,455,49,135,680,46,880,237,29,135,404,404,404,240,69,117
18,8,14,450,90,677,248,44,347,167,49,117,689,31,489,378,86,178,579,15,348
25,8,14,568,93,580,135,97,160,223,79,135,488,6,268,157,35,249,569,9,144
1,9,14,460,6,259,568,91,245,379,90,190,388,96,358,577,90,389,368,72,679
8,9,14,267,59,388,236,12,679,468,80,244,457,67,359,334,8,350,890,78,260
15,9,14,190,5,339,116,85,690,558,81,128,699,49,289,159,53,256,369,82,345
22,9,14,770,43,346,136,8,116,479,7,458,457,69,289,467,75,799,155,15,899
29,9,14,358,66,349,345,25,267,578,6,114,166,34,149,270,98,468,270,93,670
6,10,14,666,81,579,789,46,150,157,37,124,347,44,158,150,67,179,357,50,578
13,10,14,479,7,340,560,13,148,800,89,135,138,28,134,136,4,167,249,53,670
27,10,14,404,404,404,379,91,669,679,24,149,388,92,228,224,82,147,477,86,349
3,11,14,137,16,358,579,16,169,478,93,157,157,37,467,148,38,378,357,56,600
10,11,14,289,91,128,477,83,445,680,46,178,113,55,799,559,93,166,468,86,880
17,11,14,147,22,246,250,71,470,226,1,146,159,52,200,115,52,570,169,60,370
24,11,14,145,5,230,890,73,157,368,74,400,580,38,116,580,34,446,179,73,148
1,12,14,588,12,688,570,22,660,138,29,568,357,58,260,366,52,228,450,90,118
8,12,14,234,99,135,670,35,159,129,27,700,390,22,156,470,16,240,336,23,337
15,12,14,780,55,177,600,66,349,489,10,244,126,93,238,289,95,159,138,27,359
22,12,14,158,47,225,124,72,255,780,58,477,680,41,100,678,12,228,157,35,140
29,12,14,127,4,456,137,10,127,780,58,990,689,37,269,149,41,137,189,83,247
5,1,15,267,54,347,237,22,345,770,41,560,127,6,358,149,44,257,450,96,367
12,1,15,479,9,289,460,6,240,404,404,404,600,68,224,359,78,378,566,78,468
19,1,15,689,33,256,268,66,790,330,64,699,148,34,590,114,62,200,900,93,256
26,1,15,404,404,404,145,7,223,127,4,158,567,84,167,568,92,390,246,29,126
2,2,15,559,90,145,788,36,259,160,76,790,226,9,135,128,13,139,279,81,128
9,2,15,445,31,236,180,97,250,117,99,360,368,73,238,889,53,689,268,66,367
16,2,15,379,99,234,379,92,679,678,15,249,669,14,400,458,54,167,799,57,449
23,2,15,468,84,112,678,13,670,160,78,369,579,14,590,567,83,490,120,31,245
2,3,15,189,80,668,359,77,223,255,27,269,448,63,229,404,404,404,678,15,690
9,3,15,170,85,122,477,80,118,477,87,269,118,1,399,558,81,137,357,55,168
16,3,15,467,76,448,149,43,346,467,79,667,166,33,120,590,47,250,127,2,345
23,3,15,670,33,300,559,95,168,669,47,250,129,20,569,258,50,145,148,32,480
30,3,15,229,38,224,470,10,136,180,99,388,770,42,156,578,4,248,178,64,266
6,4,15,146,15,447,117,90,235,470,12,255,580,39,135,236,15,140,480,25,690
13,4,15,457,68,125,140,56,277,178,61,290,123,65,258,588,12,237,190,4,130
20,4,15,457,61,236,568,96,790,180,95,230,240,62,129,670,38,567,469,93,689
27,4,15,590,43,300,788,31,669,789,46,457,790,64,257,230,54,338,600,63,580
4,5,15,348,52,156,178,61,119,134,89,180,578,3,689,368,71,236,358,60,578
11,5,15,134,89,559,279,82,255,112,40,190,137,17,160,368,71,560,448,64,149
18,5,15,167,41,380,359,76,448,150,64,149,679,26,457,679,20,370,123,69,568
25,5,15,135,92,499,570,28,378,179,73,490,190,8,350,349,63,788,348,51,579
1,6,15,455,42,660,670,34,130,679,20,389,660,29,117,589,23,689,770,46,349
8,6,15,190,1,399,134,81,236,455,44,167,235,8,125,799,59,900,269,72,778
15,6,15,680,48,170,225,94,158,119,15,357,144,98,116,689,34,680,580,31,678
22,6,15,668,2,499,157,35,799,237,23,139,134,85,357,457,65,357,226,0,190
29,6,15,125,86,277,268,64,338,170,89,568,359,70,569,238,36,600,567,86,150
6,7,15,259,65,140,147,27,179,128,12,200,156,27,467,779,33,157,247,38,134
13,7,15,279,80,136,139,32,156,289,91,380,390,20,280,358,65,690,404,404,404
20,7,15,236,11,669,258,55,348,116,88,125,679,20,677,469,94,149,147,29,469
27,7,15,270,94,258,379,98,369,226,4,149,488,4,130,110,20,389,370,7,179
3,8,15,589,26,240,660,28,477,260,88,134,289,98,233,667,92,255,680,44,158
10,8,15,799,57,340,227,14,257,345,20,226,159,59,270,379,90,569,404,404,404
17,8,15,790,60,235,266,48,567,499,21,100,357,50,460,460,7,700,360,92,679
24,8,15,457,67,449,369,88,170,158,42,679,117,99,234,470,16,123,890,74,158
31,8,15,126,99,289,278,75,357,245,11,579,569,4,248,258,55,690,568,97,890
7,9,15,678,18,189,568,99,270,557,75,159,199,96,277,359,76,367,356,41,100
14,9,15,480,20,550,366,55,113,246,21,470,300,36,556,799,58,233,455,45,357
21,9,15,117,92,688,180,97,160,578,0,460,366,58,189,190,3,346,136,1,470
28,9,15,890,78,459,149,41,335,335,18,800,349,68,369,447,54,789,157,34,338
5,10,15,120,31,678,667,98,440,177,57,340,889,56,448,279,80,370,345,28,260
12,10,15,226,4,455,389,2,237,455,41,290,489,19,270,136,4,158,446,49,478
19,10,15,190,4,248,678,12,246,158,43,490,260,82,570,367,67,340,567,80,190
26,10,15,335,14,680,259,64,400,560,14,167,130,42,480,890,76,349,346,39,450
2,11,15,150,62,147,569,0,389,468,86,169,468,83,337,338,44,130,188,79,180
16,11,15,345,27,449,113,51,380,145,6,448,558,81,128,700,72,110,259,61,128
23,11,15,369,83,670,890,75,357,467,73,599,490,30,578,189,85,447,160,73,139
30,11,15,148,39,577,188,79,379,780,50,280,130,43,580,479,0,334,466,61,344
7,12,15,247,34,266,113,50,136,247,33,599,778,26,457,800,85,140,200,29,126
14,12,15,256,33,157,340,74,130,568,93,148,370,7,124,467,78,468,468,83,238
21,12,15,134,81,245,579,17,359,229,38,116,139,34,347,699,43,166,399,15,357
28,12,15,144,90,280,470,17,269,889,56,457,156,23,300,357,51,560,148,30,479
4,1,16,223,73,670,345,27,368,590,45,249,467,72,200,568,98,233,245,11,470
11,1,16,278,70,145,145,2,138,379,96,150,790,69,135,567,82,688,157,35,258
18,1,16,225,98,477,377,73,788,144,93,670,244,9,450,160,75,339,159,59,379
25,1,16,448,61,245,404,404,404,228,26,123,570,25,140,680,41,137,479,1,245
1,2,16,145,9,478,124,73,229,260,87,368,458,75,456,880,62,147,467,75,168
8,2,16,236,13,247,118,8,440,336,27,115,660,23,247,244,3,599,134,80,280
15,2,16,466,66,178,789,46,556,388,94,130,570,27,179,389,4,266,190,8,468
22,2,16,150,67,223,679,23,670,240,64,266,799,51,137,456,56,899,278,71,245
29,2,16,677,1,678,238,30,145,246,23,788,467,76,259,459,88,170,138,23,689
7,3,16,235,2,156,144,96,457,239,48,189,140,59,126,256,31,678,116,87,133
14,3,16,169,66,178,357,54,149,167,40,460,459,88,369,578,4,130,145,1,678
21,3,16,347,49,568,135,93,346,890,71,470,404,404,404,899,61,335,258,53,120
28,3,16,366,50,389,350,88,567,118,7,160,460,9,234,357,53,256,770,41,579
4,4,16,490,34,257,157,38,189,230,53,157,780,57,467,267,52,246,467,72,589
11,4,16,256,31,100,558,85,113,234,90,569,444,21,470,130,41,489,888,45,230
18,4,16,257,47,269,123,69,225,499,20,479,369,83,689,168,59,469,300,35,140
25,4,16,689,34,400,378,88,125,137,15,159,567,80,578,678,12,156,459,89,144
2,5,16,258,51,335,238,31,137,368,77,458,478,94,590,459,84,149,399,18,468
9,5,16,228,21,399,119,12,246,499,24,130,447,52,246,267,55,780,278,75,780
16,5,16,660,21,380,112,41,335,480,20,280,250,74,158,180,90,334,129,26,349
23,5,16,669,19,126,137,12,255,478,99,469,560,19,379,577,94,770,167,42,336
30,5,16,799,53,670,570,28,558,778,26,240,457,67,368,179,71,236,140,55,113
6,6,16,577,91,344,116,87,179,450,99,388,680,40,145,490,32,688,589,22,390
13,6,16,357,55,348,135,90,578,236,10,235,349,63,670,239,49,450,478,96,457
20,6,16,378,80,578,344,17,160,179,79,126,113,51,489,490,30,145,790,66,268
27,6,16,590,47,557,127,9,450,230,59,270,190,7,700,440,84,266,348,57,115
