24,1,22,449,72,570,189,87,160,404,404,404,230,53,166,667,95,140,780,51,560,568,90,334
31,1,22,157,30,578,460,0,280,360,97,124,129,27,340,377,71,380,770,43,148,400,47,269
7,2,22,378,89,135,678,19,559,240,60,190,560,13,346,159,54,455,335,19,180,229,36,240
14,2,22,348,51,146,235,1,128,589,28,125,124,72,480,448,67,160,245,19,577,157,34,455
21,2,22,178,66,123,179,77,250,234,95,167,456,59,144,600,68,350,445,31,146,345,27,269
28,2,22,177,53,689,268,66,330,299,8,279,157,31,128,135,91,227,489,15,230,159,52,679
7,3,22,589,22,345,150,69,135,448,69,289,150,62,129,356,48,189,699,46,790,259,62,778
14,3,22,579,18,170,668,8,125,570,25,889,350,86,349,404,404,404,440,86,600,126,94,248
21,3,22,380,13,779,159,50,389,579,11,128,469,97,679,589,20,460,117,90,488,299,6,358
28,3,22,789,40,479,260,85,168,145,1,236,139,33,689,569,1,236,248,44,446,220,46,600
4,4,22,457,65,230,570,25,140,790,61,227,110,23,670,150,67,340,123,62,778,179,73,238
11,4,22,560,12,147,169,65,267,670,34,680,460,0,226,489,13,238,245,13,120,338,43,157
18,4,22,477,85,690,260,85,122,567,80,479,160,74,130,125,83,670,779,34,239,557,73,166
25,4,22,369,80,136,267,57,124,199,99,234,279,84,149,119,19,135,145,1,579,229,30,145
2,5,22,890,78,468,358,67,223,128,14,356,679,28,170,789,45,230,357,56,330,100,14,149
9,5,22,346,36,790,147,28,125,370,3,355,123,67,133,460,7,269,578,0,299,557,79,360
16,5,22,134,87,340,680,40,190,347,42,390,250,77,890,237,25,140,128,18,990,189,80,569
23,5,22,336,24,257,357,51,128,479,3,599,127,1,137,157,32,156,130,44,239,569,9,450
30,5,22,149,46,899,568,95,113,337,36,178,448,66,277,126,95,249,678,14,680,110,26,790
6,6,22,229,36,457,180,92,147,456,55,799,250,71,227,120,31,128,123,63,670,230,57,458
13,6,22,379,92,246,379,92,660,467,72,570,350,83,157,166,35,140,290,15,113,344,14,356
20,6,22,235,7,160,229,30,677,350,84,149,235,2,589,234,95,177,459,86,268,168,59,478
27,6,22,134,82,336,450,90,578,288,87,160,290,18,567,780,56,330,259,69,289,688,22,778
4,7,22,450,93,670,145,2,570,358,61,137,240,62,200,578,2,129,345,26,259,404,404,404
11,7,22,234,91,470,789,43,157,260,89,117,459,86,880,220,40,460,140,57,278,120,33,779
18,7,22,589,26,150,159,52,156,269,72,246,590,42,679,678,13,779,100,11,678,256,31,470
